,Oxaliplatin,Ulixertinib,Fulvestrant,Uprosertib,Dactinomycin,Docetaxel,Camptothecin,5-Fluorouracil,Afatinib,Taselisib,PD0325901,Sapitinib,Alpelisib,SCH772984,LGK974,Luminespib,Linsitinib,GSK1904529A,EPZ5676,EPZ004777,Irinotecan,PLX-4720,Nutlin-3a (-),MG-132,Staurosporine,MK-2206,Trametinib,Palbociclib,MK-1775,Cisplatin,Pictilisib,AZD7762,Olaparib,Dasatinib,AZD3759,PD173074,Vorinostat,Dabrafenib,Paclitaxel,AZD4547,Lapatinib,Sorafenib,Nilotinib,Tamoxifen,Gemcitabine,Venetoclax,Bortezomib,Wee1 Inhibitor,Osimertinib,AGI-5198,Ipatasertib,Erlotinib,Sepantronium bromide,Cediranib,Buparlisib,YK-4-279,AZD8186,UMI-77,Cytarabine,BPD-00008900,MIM1,Dactolisib,NVP-ADW742,Gefitinib,Telomerase Inhibitor IX,GDC0810,WEHI-539,BDP-00009066,Epirubicin,GSK2578215A,I-BRD9,P22077,AZD6738,AZD5363,BMS-536924,ABT737,WIKI4,Afuresertib,Savolitinib,Navitoclax,Cyclophosphamide,MIRA-1,Pyridostatin,Temozolomide,Vinorelbine,Vinblastine,Pevonedistat,Foretinib,BIBR-1532,MK-8776,Talazoparib,AMG-319,AZ6102,VX-11e,LJI308,AT13148,Rapamycin,GSK591,VE821,GNE-317,Crizotinib,Entinostat,Alisertib,Fludarabine,Mitoxantrone,Niraparib,JAK1_8709,Leflunomide,IRAK4_4710,Entospletinib,BMS-345541,Podophyllotoxin bromide,Gallibiscoquinazole,Sinularin,PCI-34051,Carmustine,Topotecan,AGI-6780,VSP34_8731,MN-64,ML323,XAV939,PFI3,Zoledronate,CZC24832,KRAS (G12C) Inhibitor-12,ERK_2440,Acetalax,LY2109761,AZD1332,Mirin,OTX015,Wnt-C59,PRIMA-1MET,PRT062607,AZD5438,Obatoclax Mesylate,AZD2014,OF-1,Selumetinib,WZ4003,Teniposide,Picolinici-acid,JAK_8517,Elephantin,Ruxolitinib,VE-822,ERK_6604,IWP-2,PAK_5339,RVX-208,TAF1_5496,Dinaciclib,Nelarabine,IGF1R_3801,GSK343,CDK9_5576,LCL161,I-BET-762,AZD5153,CDK9_5038,AZD1208,Dihydrorotenone,ULK1_4989,Sabutoclax,AZ960,IAP_5620,Ibrutinib,AZD5991,Eg5_9814,Vincristine,GSK2606414,AZD5582,Daporinad,OSI-027,AZD8055,SB216763,Axitinib,RO-3306,Tozasertib,GSK269962A,KU-55933,PF-4708671,AZD6482,ZM447439,JQ1,NU7441,SB505124,Ribociclib,Doramapimod,BMS-754807,BI-2536,Cetuximab,Doxorubicin,Etoposide,Bleomycin,Bicalutamide,Bleomycin (50 uM),Pemetrexed,AICA Ribonucleotide
EN,5.6330425,1.655215,4.9171105000000015,1.3511879999999998,-2.5029065,-0.4913440000000002,1.4606379999999999,6.311057,2.605265,1.170045,2.181029,5.664199,3.048444,3.549817,4.112888,0.356079,4.5838410000000005,4.320775,6.524157,5.955883,5.425783,4.921578,5.657095,-1.576429,-1.772488,2.262497,2.800359,4.410051,0.384021,5.332828,1.573572,0.408333,5.712187999999999,4.731631,3.4774580000000004,5.092848,1.948909,6.149959,-1.868426,4.4953389999999995,4.449121,3.208991,3.4292010000000004,4.1555029999999995,4.467694,3.05341,-4.503612,1.9898630000000002,2.712539,5.89458,1.8999169999999999,4.151361,-4.7513260000000015,2.632682,1.1319629999999998,2.886154,4.4306410000000005,5.694068,4.204036,5.589414,3.817761,-0.847367,4.612315,4.290699,1.217852,4.245328,4.250883999999999,2.353337,-0.000968,4.300659,4.626315,5.310505,2.334162,0.8369260000000001,4.5350980000000005,2.68688,3.2930349999999997,0.597298,3.500939,2.595855,4.987968,5.383535,3.837742,5.859245,-2.42441,-0.7367739999999999,-1.296946,1.496742,5.57696,2.848486,5.8277019999999995,5.1668199999999995,2.4037029999999997,4.863589,5.907699,3.749806,-1.7988650000000002,5.113601,4.828266,0.8607370000000001,3.214823,3.273108,0.510914,6.502886,4.472004,4.953596,4.437951,4.505506,5.208786,3.7703379999999997,4.1543790000000005,1.887558,3.776471,3.7320029999999997,5.3894589999999996,7.201463,4.648378,3.101126,2.333336,5.4629970000000005,3.502301,4.7807,6.069304,4.36298,5.562056,4.028251999999998,4.882143,5.454651,5.5339279999999995,3.872693,5.624504,4.3583989999999995,3.0734220000000003,6.077104,3.151389,1.535056,2.4046830000000003,2.5657360000000002,3.202569,6.177387,4.5377279999999995,2.166793,3.8223239999999996,3.8656580000000003,3.7000839999999995,4.770383,3.3492879999999996,4.589995,3.4484120000000003,1.425107,4.660336,4.449205999999998,-3.308412,6.779472999999999,2.3860919999999997,3.481172,-1.283609,5.9063,4.6713830000000005,4.010115,-3.5670919999999997,6.1721910000000015,0.526909,1.534535,0.5934520000000001,3.959932,5.917091,5.904422,1.638975,-2.401712,1.60514,3.9394419999999997,2.096736,-5.978562999999999,,,,,,,,,,,,,,,,,,,6.358261,-0.9804014999999999,4.438546,3.536785,4.056215,5.970206,4.27837,10.762919
EPLC-272H,3.904385500000001,2.5189095000000004,3.4348135,0.294489,-4.3917995,-4.9108705000000015,-0.851197,5.046512,0.47334,-0.790741,0.32776900000000003,2.192205,1.714127,1.168253,4.625389,-3.641983,3.509148,4.081074,5.878311,5.50569,3.694486,4.2500160000000005,5.627868,-1.061497,-5.4557269999999995,1.0885479999999998,-0.816806,4.556678,-1.145194,2.502636,-0.094855,-1.978115,4.47644,-1.651589,3.456601,4.216033,2.028571,4.934389,-4.299215,3.556318,2.028927,2.692716,4.232837,4.894786,0.370173,3.267731,-4.40714,1.136984,0.715975,4.5485739999999995,1.868684,1.978818,-3.100009,2.245341,0.045354000000000005,2.541995,1.5938809999999999,2.289904,1.7833729999999999,2.729825,3.664449,-2.766098,1.965154,1.403232,1.036308,4.337808,2.844448,1.164778,-1.113308,5.496434,3.9514690000000003,2.822722,0.06457,1.8701150000000002,1.498794,2.631279,3.737549,1.074837,2.390919,2.381123,4.3212150000000005,5.706167,2.432668,6.343973,-2.183323,-1.3779299999999999,-1.570694,0.66467,5.5362919999999995,0.701484,3.773272,5.458471,2.662531,1.961398,5.669005,4.458264,-2.89244,5.7041129999999995,3.076489,-0.6781689999999999,4.022602,1.8315720000000002,0.9141,3.821168,-0.499512,5.5125150000000005,3.006422,4.867078,5.787679,2.51172,1.829938,0.374406,2.885211,4.04876,4.227767,5.7813,0.210585,4.2710349999999995,1.1811770000000001,5.067734,4.3518360000000005,5.535347,4.972069,3.6394480000000002,4.602999,3.029877,0.9920200000000001,4.213925,4.897141,2.7509349999999997,4.5732870000000005,0.811891,4.059556,4.063033,2.469659,1.123276,1.123218,0.18077100000000002,5.617215,2.2580080000000002,2.9406060000000003,1.960779,5.57032,2.00256,2.696335,4.602501,-0.125914,3.1557169999999997,2.443841,2.330607,3.974302,4.514335,-4.049077,5.35329,0.344107,2.10665,-1.876377,2.741113,1.8720330000000005,-0.4876970000000001,-4.394481,4.343177,0.199243,0.057988,-0.450113,1.099228,-0.619946,3.136186,1.51718,-3.250101,1.1919540000000002,3.8488919999999998,-3.5541739999999997,,5.176136,,,,,,,,,,,,,,,,,,5.47579,-1.6054754999999998,0.6840510000000001,-0.24263800000000002,3.4080665000000003,1.8562130000000001,1.33551,6.487596
ES-2,4.595785,1.4500389999999999,4.2828680000000015,3.0619565,-4.3637165000000016,-3.701039,-3.6393730000000004,4.757726,1.733426,3.8717010000000003,-0.9066069999999999,6.0163269999999995,5.479589,0.885583,4.762,-2.5960799999999997,5.892964,3.832119,5.213088,5.8653330000000015,1.1005909999999999,2.943145,5.038278,-2.361385,-3.2837629999999995,3.340492,-1.43764,2.180663,-0.093109,0.983924,2.961693,-0.24321700000000002,4.19954,2.043225,3.2917980000000004,4.798262,1.581507,0.341756,-0.182451,2.670676,4.801647,2.247112,4.813353,4.4338489999999995,-3.8185550000000004,2.825691,-4.933839,1.685457,2.661018,5.195482,5.492824,2.8699790000000003,-3.3119690000000004,3.239502,1.308215,2.560911,4.492794,3.245809,0.084087,4.76272,3.7384480000000004,-1.694331,2.924274,4.299398,0.598226,5.18879,4.439101,2.527581,-1.2864719999999998,5.016245,5.669951999999999,4.411366,1.5803559999999999,4.437436,2.916659,3.7986269999999998,3.9050519999999995,4.334607,1.583553,3.432981,5.687983,5.913525,3.133421,4.84693,-4.549156,-4.155677,0.28555,1.04873,5.183045,1.670505,2.294423,4.589157,1.9306740000000002,1.584328,4.244776,3.0980380000000003,-3.789187,3.589711,2.799035,0.698469,3.003457,1.347327,1.85283,3.6267699999999996,-0.808848,3.521438,3.869422,4.610061,4.965077,4.5100760000000015,2.5819520000000002,-0.759202,1.255741,3.8133980000000003,4.409180999999999,5.8380849999999995,-1.9149470000000002,4.028847,3.110375,5.6152370000000005,4.810617,4.481694999999998,4.79748,4.2193760000000005,4.198253,6.258841,0.911853,6.3857620000000015,4.6996730000000015,5.6364480000000015,5.01515,3.357772,4.746409,6.237075,3.6469370000000003,2.655675,1.632631,1.8706619999999998,4.711752,2.4367900000000002,5.00628,-0.16483299999999998,4.825615,5.087389,2.816506,4.164793,1.7519220000000002,1.712521,3.372489,1.7587419999999998,5.530353,5.575756,-2.02431,6.303527,3.3773769999999996,3.29405,0.379104,4.885904,4.667855,1.900928,-1.2683309999999999,5.532411,1.029687,2.8747979999999997,0.361888,2.984594,4.928218,5.685866000000001,5.079752,-2.878631,-2.208012,3.637088,2.466269,,4.336139,,,,,,,,,,,,,,,,,,5.510717,-1.3123495,2.838981,0.913127,3.324272,-0.35946500000000003,1.7398200000000001,7.024184
ES4,4.3122705,4.284514,4.439897,4.192846,-3.5909845,-1.0552780000000002,-3.7537540000000003,3.369415,1.738487,2.118043,2.818269,3.71317,4.464422,5.003693,5.245483999999999,-3.3880410000000003,4.348376999999998,4.8228279999999994,6.331862999999999,5.469646,0.4263520000000001,5.000599,3.718635,-2.05448,-2.463129,4.91763,2.853934,5.272083,2.857909,0.985808,1.09922,-1.398981,3.327062,3.6669110000000003,3.030791,4.655032,1.597877,6.036204,0.164054,1.57294,3.622217,4.600575,5.06289,3.78148,-4.73785,2.9653560000000003,-4.297433,2.4173150000000003,1.6577790000000001,4.7115160000000005,3.7883660000000003,2.354062,-6.441555999999999,3.845428,1.01914,4.184508999999999,3.661721,1.635162,0.081386,5.659686,2.799803,-0.6755369999999999,4.254043,2.656174,3.1944060000000003,4.902844,2.953466,1.9017119999999998,-1.762731,4.752635,6.136018,3.632171,1.7728389999999998,3.9369739999999998,2.546777,0.9821049999999999,3.52544,2.8438779999999997,2.7376270000000003,1.779391,5.401512,6.181958,2.533617,6.954202,-0.7074560000000001,-1.6873509999999998,0.620203,1.4923870000000001,5.681396,1.383197,0.43028299999999997,6.098917,2.408401,4.745347,5.905303,4.9642550000000005,-0.5609810000000001,5.643976,3.316901,0.9794209999999999,4.428801999999999,1.608027,5.081427,5.286847,-0.817542,2.932476,5.27571,4.6239620000000015,5.142825,3.1746,2.457404,0.25746199999999997,2.018148,2.4600560000000002,4.463824,5.102964,-1.487953,3.973755,1.857327,5.453757,6.475517,5.800732,5.389076,4.405135,6.077627,3.0947,3.148719,1.82507,6.065069,5.633359,4.252369,1.422808,5.74407,6.290172,3.3009120000000003,2.634578,2.295355,3.527272,5.7980769999999975,6.152386,4.673707,1.740017,5.0558440000000004,5.708554,3.074466,5.669929,1.038846,4.871144,2.9215430000000002,2.347058,5.062897,4.587172,-1.8522900000000002,6.6689880000000015,3.5404839999999997,3.0772459999999997,,5.686984,4.15306,0.9035209999999999,,6.048446,1.4049260000000001,1.417778,-0.32126,3.914632,5.771705,6.008376999999999,6.060235,-1.265814,0.25204,5.646172,1.568274,,5.931076,,,,,,,,,,,,,,,,,,6.124961,-4.1186644999999995,-0.39673,-1.686863,3.532665,0.62026,-0.288087,7.745399000000001
ES6,5.345045,5.0624,3.47076,2.6146855,-2.130546,-1.583035,-1.143252,4.999518,1.799798,1.045266,2.63579,4.326292,2.008952,5.747614,5.550898999999999,-2.905206,4.174625,4.72397,6.611586999999999,5.441198,3.4691120000000004,4.676265,5.40567,-2.973255,-2.371681,2.529428,2.322308,2.427706,1.8849740000000001,3.231617,0.886824,-0.087199,6.078538,0.33376999999999996,3.658275,4.7414190000000005,1.465306,4.445958,-2.259897,3.016083,2.060739,2.686903,4.187645,2.767045,-1.482745,2.32222,-6.294263,2.786803,1.8615279999999998,4.597553,2.821873,3.524891,-4.717449,1.6981540000000002,1.324144,2.92227,3.218228,2.512744,1.635785,4.943027,5.96689,-2.3762630000000002,1.545605,4.344833,0.407875,4.996764,4.221033,2.171916,-0.045369,4.028821,4.536494,5.891597,2.5148330000000003,2.7817529999999997,1.663562,2.902903,5.402157,2.914572,4.357439,3.2307259999999998,4.756842,4.421541,2.560568,6.431989,-0.38422399999999995,-1.974475,-0.222111,1.031547,6.392208999999999,2.99436,2.6004490000000002,6.105002,2.967899,5.199052,6.145711,3.3220690000000004,-2.158954,4.442725,4.358096,-0.339025,2.806166,2.6056,4.900193,5.350872,2.808345,5.81326,3.172491,5.183205,4.604858,1.6475950000000001,3.105263,0.560476,2.868317,4.188478,5.052338,5.586266999999999,0.527716,4.798336,2.384258,5.6766440000000005,5.889061,5.521796,5.844869,3.629865,4.966741000000002,5.949636,4.219405,6.343763,5.703508,4.133726,5.118936,6.138596,5.3988260000000015,6.681414999999999,2.001391,4.368291,1.345633,2.833742,5.385341,6.183937,2.3135470000000002,1.9637419999999999,5.206307,3.136347,3.605789,5.683212999999999,3.488653,3.7330059999999996,2.939294,1.236888,5.577253,6.20233,-3.112013,5.509829,2.2769150000000002,3.660429,0.460375,5.673927,4.994643,4.107144,-2.185918,5.4908019999999995,0.552673,1.71068,-0.49923900000000004,2.383123,6.475819,5.503956,6.501213,-1.082956,-0.443107,4.180105,1.5952819999999999,-6.213381,,,,,,,,,,,,,,,,,,,5.923681,-1.055736,2.794955,-0.8111970000000001,3.9535795,4.18077,2.197235,9.322625
ESO51,5.824897999999999,0.5702775,3.6935035000000003,4.355897499999998,-3.0288904999999997,-1.4475649999999998,-2.072459,2.7315270000000003,2.713813,2.967012,0.05661,5.520297,5.779001,-0.032905000000000004,2.5724549999999997,-1.291703,4.197202,4.7973419999999996,5.11073,5.031886,3.890757,3.8286279999999997,5.958825,-2.112628,-2.170429,4.194591,-3.66014,5.184997,-0.531791,3.3132550000000003,1.65877,-1.525448,5.128933,3.462379,4.020266,5.0482580000000015,1.6192549999999999,3.172744,-2.094075,3.6331550000000004,4.330608,2.95273,3.0491349999999997,5.430331,-2.8752470000000003,2.8259830000000004,-4.795962,0.8941540000000001,3.343832,5.747311,5.8251349999999995,3.933096,-1.655748,2.549052,1.084462,2.05188,3.548717,2.81359,1.496767,5.934277,5.866237,-1.04354,2.757063,4.183112,2.1497330000000003,6.036391,5.129835,2.3081509999999996,-1.255224,6.062089,6.1691160000000025,5.966578,0.249824,4.7242760000000015,4.530551,2.613297,3.9231839999999996,4.7511019999999995,-4.450724,3.744843,6.1630660000000015,6.1691160000000025,2.742209,6.149307,-4.150633999999998,-4.081097,0.9454899999999999,-3.415396,4.590201,-0.784691,4.815249,4.387467,2.826524,-0.7197319999999999,5.479639,5.76655,-1.9712900000000002,4.686783999999999,1.5178180000000001,1.291849,-2.0941490000000003,2.054529,2.593712,5.744155999999999,1.400377,5.838889,5.209042,2.988899,3.5777410000000005,4.19908,3.4730800000000004,0.14351,2.6357209999999998,3.446025,5.946271,6.95407,1.092095,3.5061050000000002,2.786572,3.8089120000000003,3.056825,5.60591,5.040893,4.490096,5.694885,5.30072,1.398603,3.160747,5.016849,5.471218,5.6469260000000014,6.1691160000000025,2.820983,6.987228999999999,5.7888,4.0788980000000015,1.513931,5.572971,2.508962,3.166664,3.426272,1.578044,6.0115,5.50535,4.089489,3.8509849999999997,0.74853,3.0802169999999998,0.517658,2.8568700000000002,5.761238,2.371375,-2.295476,3.935806,2.9239900000000003,2.009752,0.749931,4.0158059999999995,5.9846980000000025,4.464316,-0.5397850000000001,6.07035,-1.123669,4.04209,-0.373719,4.754526,3.6055650000000004,4.419788,6.097641,-1.334738,-0.429634,4.4613949999999996,2.341754,,5.727766,,,,,,,,,,,,,,,,,,6.870831,-0.735412,,,4.785526,4.1258349999999995,,6.975426
EW-18,4.3592615000000015,3.0872595,3.579019,1.6344105,-3.9833160000000003,-5.7209585,-1.75482,4.551458,0.8729790000000001,0.70858,1.0604790000000002,3.639506,2.074252,3.3495230000000005,3.800327,-2.2926040000000003,0.986706,4.147247,5.180083,4.310909,3.873624,3.777998,4.640205,-1.875393,-3.813053,1.707166,2.209204,3.238473,-0.533849,3.6806379999999996,-0.09060399999999999,-0.824786,3.623011,2.817948,2.0756200000000002,3.817126,0.62155,4.540705,-4.316343,2.139165,3.756994,2.169069,3.7266169999999996,3.14719,0.358162,1.21096,-4.792294,1.48119,1.108903,4.519153,2.013725,2.845281,-5.810753,1.880091,0.357833,0.012534,2.996583,1.7877779999999999,1.816689,3.907886,2.4289,-1.910571,0.623688,3.2223740000000003,1.6531689999999999,3.8917910000000004,2.022118,1.658002,-1.655543,4.633411,2.961878,4.677169999999999,0.9826239999999999,1.829755,1.457725,-0.343972,3.108236,1.5186959999999998,1.8375860000000002,-1.418992,4.752197,4.9921190000000015,2.517447,5.747237999999999,-5.684275,-5.770624,0.681445,-0.716304,4.314627,0.5792430000000001,3.65306,3.9551190000000003,1.2895459999999999,3.185616,4.991161,2.850519,-2.682261,4.446846,2.0194349999999996,-0.0308,3.235831,1.02033,-3.260607,5.6628419999999995,2.7903,2.881366,3.8978949999999997,4.0114800000000015,5.324572,4.198252,2.275649,-2.468636,2.535588,3.6840059999999997,4.50442,6.050404,1.173546,3.3406620000000005,2.611511,4.9715419999999995,4.166241,3.566008,4.989634,2.584943,4.7229480000000015,3.3235040000000002,5.37038,4.0167839999999995,4.892949,3.882054,3.733072,2.54815,3.7800290000000003,5.285577,2.430299,1.588933,0.763245,1.372658,3.8483400000000003,5.983632,2.616088,1.200367,4.9884900000000005,1.3684379999999998,4.024973,3.3924269999999996,3.505643,5.5693699999999975,0.793903,2.982183,4.802039,5.190128,-2.980411,5.626357,-0.749459,2.456963,-0.596949,3.9019220000000003,3.023876,3.716706,-2.9064259999999997,5.463588,0.885186,0.942976,-1.088938,0.514628,5.577292,4.992043,-0.512953,-3.392118,-3.6329800000000003,3.0144580000000003,1.753048,,4.201605000000002,,,,,,,,,,,,,,,,,,6.7600929999999995,-0.9903185,2.1670689999999997,3.592343,3.588674,5.225493,1.167171,7.5771570000000015
EW-24,4.734229,3.1342369999999997,3.402918,1.6323005,-3.1493945,-0.5985024999999999,-3.5502019999999996,7.311043,2.192666,0.201076,1.182125,5.02712,2.38148,5.657045,3.7995379999999996,-2.243407,2.495843,4.115659,5.943986,4.198023,0.442313,5.084453,6.440289,-1.605669,-1.4516360000000001,2.143439,3.8823480000000004,3.3615209999999998,3.065123,2.3449709999999997,1.225077,1.438423,4.375531,4.744292,2.510526,3.535382,1.046794,4.98094,-1.7737459999999998,3.3481870000000002,2.508523,3.065475,4.356336,3.1216169999999996,-0.8069430000000001,2.793947,-4.61754,4.2965,2.412109,5.384867,2.8191439999999997,3.842968,-4.577355000000002,2.205517,0.758777,3.081616,3.848787,2.148592,0.455916,5.97116,4.384075,-2.005369,1.6656389999999999,3.735017,0.631739,4.935932,3.150083,4.739179,-0.804449,4.150199,5.407753,5.659218,1.4948540000000001,2.474122,2.326731,0.133775,5.631153,1.705632,3.237706,0.9730690000000001,5.111229,3.8316879999999998,3.497179,6.360862,-2.868651,-2.104755,0.163155,0.5812890000000001,5.4257349999999995,2.7953740000000002,2.161885,4.554595,4.185837,5.779468,2.952937,4.699772,-2.187009,4.594106,2.6881310000000003,-0.28134699999999996,3.448285,1.8910209999999998,0.742428,3.446911,-0.17005699999999999,2.849174,3.257139,5.206616,5.9038330000000006,3.8311019999999996,3.380236,-0.5240640000000001,3.144946,4.364258,4.244926,6.706513,-1.446852,4.240311,2.923324,5.871297,5.164758999999999,4.2009690000000015,5.751982,3.9299730000000004,4.617343,4.732673,6.020957,6.911003,6.077932,3.94044,4.261375,4.011551,5.503089,3.7029400000000003,2.840719,4.1325959999999995,1.518067,2.2099759999999997,5.368531,5.625853,2.5630349999999997,-0.495759,5.341375,2.8357580000000002,2.893759,5.264094,4.55681,6.172848,3.314349,2.595755,4.551107,3.71666,-1.101308,6.197191,0.9617610000000001,3.5649550000000003,2.8355330000000003,5.279408,3.762368,2.4786759999999997,1.739768,4.415018,0.7066359999999999,2.294114,-1.2719049999999998,5.574905,4.1177410000000005,5.999768,3.522331,0.585306,0.106894,4.711085,2.1617740000000003,-4.460816,,,,,,,,,,,,,,,,,,,6.622717,0.0097655,4.174736,4.128515,3.4348455,2.936356,1.922541,8.348774
EoL-1-cell,1.154319,-0.8061524999999999,1.53138,2.7276955000000003,-6.476531,-5.897832999999999,-4.169704,1.214361,0.7892319999999999,1.8138319999999999,-2.293283,1.601565,3.0682549999999997,-0.752101,0.041485,-4.106574,1.898743,3.2264150000000003,4.431971,3.9649690000000004,0.569973,1.3396379999999999,0.372648,-1.927529,-5.273603,1.713827,-4.1840209999999995,2.0848139999999997,-1.255081,1.186626,1.5811879999999998,-5.655122,3.248709,-5.552275,1.385457,2.2154439999999997,0.387208,1.66914,-4.999153,0.831102,2.089091,-5.791136,-6.050529,1.957257,-4.5047760000000014,-4.434991,-5.363156,0.5614779999999999,-0.011723,2.904046,2.888992,1.270527,-3.972378,-4.510263,0.4804,0.226937,2.983406,1.6347530000000001,-1.623582,2.542568,2.415066,-1.954447,1.112188,2.058262,-1.3634700000000002,3.335895,2.295691,1.387414,-2.976873,3.7494970000000003,2.164447,2.788552,0.158226,0.726705,0.028398000000000007,-3.800903,2.691423,1.9922259999999998,1.8782470000000002,-2.2232529999999997,3.3672120000000003,4.1850010000000015,-2.164823,2.697014,-6.238587,-6.401685,-1.770184,-5.791467,-3.347146,-3.590156,1.498794,1.1312229999999999,0.9999469999999999,0.715915,3.9630970000000003,2.069428,-3.008307,3.819955,0.30071,0.141072,2.2028,0.634338,-3.547338,0.541389,-3.630089,2.648636,0.984049,4.410903,2.889329,0.8643,1.502125,-2.7111810000000003,1.532202,2.840859,3.14941,4.425287,-2.1333130000000002,1.7826669999999998,0.997049,2.8765080000000003,2.7667330000000003,3.6414989999999996,4.185025,2.449039,3.759832,1.355975,-0.9822719999999999,4.469736,3.208766,2.532251,2.575438,-1.228902,2.0381869999999997,3.657487,0.476066,0.470997,0.710002,1.357777,2.503333,1.0278690000000001,1.8512669999999998,-3.5139370000000003,3.4727040000000002,0.33069299999999996,1.746837,2.3902810000000003,0.548571,1.057593,1.8722869999999998,0.172234,3.730556,1.473917,-4.351239,4.286347,-0.798754,1.852686,-2.0209599999999996,4.185025,0.8493040000000001,-1.819893,-5.192096,2.554345,-0.588072,-0.935944,-0.769551,-0.8155479999999999,3.799321,0.636077,-2.146923,-6.591482000000001,-5.67681,-3.688072,0.17724600000000001,-6.774903,,,,,,,,,,,,,,,,,,,6.185846,-3.684246,-1.1123530000000001,0.986928,2.728599,1.3410819999999999,1.0923120000000002,4.779541
FADU,3.4940809999999995,2.4791610000000004,3.5909245000000003,4.8110715000000015,-4.343342,-2.3888805,-3.8737489999999997,4.768294999999998,-0.780914,1.1839790000000001,-0.196571,0.66966,3.2277549999999997,2.259207,3.8521379999999996,-3.7326650000000003,4.760353,3.619025,4.994928,5.485181,0.390416,4.167713,4.882095,-1.090803,-2.853854,5.159003,0.23729499999999998,3.1522669999999997,0.650059,2.1312189999999998,1.301251,0.267364,5.0572550000000005,2.131844,0.7806390000000001,4.166629,2.1417439999999996,5.058167,-3.127296,1.585242,0.41191099999999997,2.3017990000000004,4.397229,2.787105,-3.729282,2.356034,-4.580015,1.195389,-0.495608,4.329079,4.663601,0.803805,-3.5900220000000003,2.816806,1.119408,1.758657,3.993266,2.433051,1.2119739999999999,4.741837,4.646972,-1.119642,2.735109,0.619788,0.323493,4.0820050000000005,4.644483,3.0276919999999996,-1.7649099999999998,5.02615,4.1903760000000005,2.315058,2.45548,3.986763,1.67518,3.32629,3.4995339999999997,4.497357,3.0737669999999997,2.092706,5.293342,5.4840839999999975,2.891453,6.609457000000001,-3.4104120000000004,-4.875458999999998,0.377965,1.6430580000000001,5.290045,4.1264449999999995,1.82322,5.490538,3.1158799999999998,3.40139,5.496758,4.811397,-1.007058,2.966327,4.3161,1.0585930000000001,3.862745,3.123697,1.35372,4.856522,0.571195,3.325758,3.477533,5.3802080000000005,3.834136,2.803522,2.881785,-0.805267,2.606615,2.2865290000000003,4.5141599999999995,6.116265,-2.46814,4.265433,2.2184049999999997,5.418695,3.7857309999999997,5.081564,5.231283,3.4411419999999997,4.0746139999999995,3.260163,2.027957,6.08054,5.447293,4.090566,3.6309739999999997,1.280799,3.63036,4.246111,3.345363,2.364615,0.872268,2.768797,5.168076999999999,3.534267,3.6399809999999997,-1.6664869999999998,5.108619999999998,4.852942,3.5653879999999996,5.126434,4.78972,2.923561,3.147193,3.014165,3.868645,5.195447,-2.2986299999999997,6.150393,2.4387630000000002,2.887433,-0.692516,4.4083,2.056987,1.6851619999999998,-2.639702,5.473315,0.746317,1.775509,-1.501785,1.8854919999999997,5.459704,1.904077,1.122179,-2.175122,-1.8398439999999998,2.453666,1.3893739999999999,,4.743999,,,,,,,,,,,,,,,,,,,-2.8408915,0.283413,1.296873,2.509916,2.431559,3.147176,7.044675999999999
FTC-133,4.4687285,3.2689829999999995,3.9620475,2.275802,-3.5564910000000003,-2.8448365,-3.3590430000000002,6.4271,2.475086,3.9973739999999998,2.751395,4.8181970000000005,5.880075,5.4305449999999995,4.0720800000000015,0.375359,4.22668,3.853763,6.4762580000000005,5.339129,1.8508040000000001,5.050347,5.237773000000002,-1.526289,-2.7046240000000004,4.262271,2.219153,6.177012,-0.026001999999999997,1.542992,2.833603,-0.42887299999999995,4.338463,2.442699,2.522381,4.972826,1.9355470000000001,4.157456,-3.048994,2.552142,2.296637,2.605824,2.145506,3.4912730000000005,-4.212172,1.8066939999999998,-5.0708720000000005,1.986879,2.686743,4.8449349999999995,2.611328,2.617909,-5.5965169999999995,2.282524,0.49368199999999995,2.1051330000000004,2.630982,1.768989,2.144144,4.48495,2.524915,-1.939844,4.51609,2.5346849999999996,0.356143,5.603605,1.089826,3.6270809999999996,-1.9211200000000002,5.2064080000000015,5.356879,3.935053,1.0998290000000002,1.27169,2.748644,0.525637,2.775645,0.9160200000000001,1.489201,,5.837082,6.0960540000000005,4.187323,6.982074000000001,,-3.3560559999999997,0.555189,1.606839,5.878966,2.892424,2.24674,5.88662,,,,,,,,1.375446,4.648093,1.7419380000000002,3.316987,5.391236,-0.9365370000000001,5.350428,4.349586,5.471399,5.029911,3.9537190000000004,5.070302,-0.492417,2.382307,3.789558,5.131352,6.519985,-1.6580759999999999,4.960858,2.546468,5.316399,5.310718,3.742173,6.075401,4.422333,6.0602089999999995,6.038779,4.061297,3.7122610000000003,5.947287,2.930238,5.578407,3.585729,4.673104,3.39055,5.655298999999999,3.9111769999999995,2.045791,2.0777810000000003,5.0941220000000005,4.825723,5.489472,0.119027,5.142542,3.584761,3.32113,5.519081,2.9243900000000003,5.328597,3.606274,2.85432,5.357361,3.511803,-0.962093,6.502003,2.0929990000000003,3.4028660000000004,1.855446,6.041128,3.7499,2.588254,-0.528628,5.210349,3.085057,1.6796689999999999,0.24592199999999997,2.538624,4.900506,6.0591269999999975,4.518517,-2.812321,-0.699368,4.4948239999999995,5.015306,,,,,,,,,,,,,,,,,,,,5.900429,-1.4407545000000002,1.441186,0.051709000000000005,3.4786445,3.479168,,9.829011999999999
